Complexity,Loss,Equation
1,4.1920415e-5,"0.22684065"
3,8.881784e-17,"0.7082039 / x1"
5,4.440892e-17,"(1.4801106 / x1) * 0.4784804"
10,3.5527136e-17,"0.35171092 / (x1 * (x0 * exp(x0 * 3.1504185)))"
